id,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017,countyresident
6923951616,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",1%-25%,100 - 500 acres,"No, majority of my land is not currently used for crop production.",Alfalfa/other hay,Part-time farm work on land owned by me or rented from others,Anoka
6923932384,,,,,75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Lac Qui Parle
6923929952,Male,50-70,Some college degree,"$100,000 - $249,999",75%-100%,"More than 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Traverse
6923929001,,,,,0,None,"No, majority of my land is not currently used for crop production.",,,Sherburne
6923914852,Male,Over 70,,"$250,000 - $499,999",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Pipestone
6923909650,,,,,50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Martin
6923898758,Male,50-70,"B.A., B.S., or equivalent","$1 -$24,999",1%-25%,"500 - 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Waseca
6923852238,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Brown
6923844220,Male,50-70,"B.A., B.S., or equivalent",,50%-75%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others,Lyon
6923841359,Female,Over 70,Some college degree,None,0,1 - 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Full-time off-farm work,Anoka
6923831732,Male,50-70,"B.A., B.S., or equivalent","More than $1,000,000",75%-100%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Murray
6923662174,Male,50-70,Some college degree,"More than $1,000,000",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Sugarcane and Sugar Beets,Full-time farm work on land owned by me or rented from others,Renville
6923650451,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Chippewa
6923571354,Male,50-70,Some college degree,"More than $1,000,000",75%-100%,"500 - 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Kandiyohi
6923512631,Male,Over 70,"B.A., B.S., or equivalent","$500,000 - $999,999",50%-75%,100 - 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,Faribault
6923443435,Male,Over 70,"B.A., B.S., or equivalent","$500,000 - $999,999",75%-100%,"More than 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Hennepin
6923432743,Male,50-70,High school diploma,"$250,000 - $499,999",50%-75%,1 - 100 acres,"Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,Faribault
6923419162,,,,,75%-100%,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,Murray
6922251457,Male,50-70,High school diploma,,50%-75%,1 - 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,McLeod
