respondentid,choice1.,choice2.,choice3.,choice4.,choice5.,choice6.,choice7.,choice8,countyresident,countyland,scenicconcern,scenicmoderate,scenicmajor,nutrientconcern,nutrientmoderate,nutrientmajor,habitatconcern,habitatmoderate,habitatmajor,sedimentconcern,sedimentmoderate,sedimentmajor,recreationconcern,recreationmoderate,recreationmajor,valknowconservation,valundueblame,valwaterimportant,vallandregulate,valwaterproblem,valpaymentimportant,valtogether,valstaff,valsteward,valinfluence,pollutionobs,familiar25,otherswetland,otherscovercrop,othersnm,pastcrp,pastfcp,pastmci,pastoneseason,pastlongterm,pastgcdt,pastgcsv,nowcrp,noweqip,nowfcsv,nowcsp,practicegd,practicemintill,practicerb,practicerp,obssediment,obsnutrients,obsodor,obstrash,obslackfish,obsunsafeswim,obscolor,obsunsafedrink,opwetlandfamiliar,opwetlandcostr,opwetlandcontrol,opwetlandequipment,opwetlandcostm,opwetlandhabitat,opwetlandsoil,opcovercropfamiliar,opcovercroprp,opcovercroptimep,opcovercroptimeh,opcovercroprs,opcovercropis,opcovercropln,opnmfamiliar,opnmrs,opnmrl,opnmis,opnmrf,opnmcost,opwetlandopen,opwetlandrestored,opcovercropopen,opcovercropplant,opnmopen,acfish,acswim,acexplore,ackayak,achunt,achike,acbike,acpicnic,achorseride,acgooffroading,sptlandowners,sptfarmmanager,sptrenters,sptgovstaff,sptmrbboard,infonrcs,infofsa,infoces,infomedial,infospecialists,infosfdealer,infomdealer,infoneighborfriends,infoscdc,infovai,infoprivateconsultants,infonpo,infomedian,preferfielddemo,preferinternet,prefercountymeeting,prefertelevision,prefermagazines,preferradio,preferprinted,prefervisual,preferonfarmconsul,prefertradeshows,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017,COM,GCON,SMET,ETHIC,NCOM,ADV,AgResp,WATER,AgVal,LoSte,LoResp,NM_DIS,WLD_DIS,CC_DIS,OPEN,FAMIL,WLD_ADV,CC_ADV,NM_ADV
6928029902,V,C,V,C,C,,V,C,Grant,Grant,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,4,3,3,4,4,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,3,4,5,5,5,4,4,3,2,3,3,4,3,4,3,3,3,3,4,3,2,2,2,3,2,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,None,0,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Retired,0.16543726,0.440759438,0.126467618,0.173248116,-0.032515715,-0.009848314,0.238240431,-0.074956362,-0.383450596,-0.085814932,0.072793646,0.249644815,1.175041897,-0.034372065,0.102543852,0.110927319,0.035424528,-0.091176204,-0.088466593
6928014492,,,,,,,,,Jackson,Jackson,2,2,1,2,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,25%-50%,1 to 100 acres,,Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6927954841,,,,,,,,,Washington,Washington,2,3,3,3,3,2,3,3,3,4,4,4,3,3,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1 to 100 acres,"No, majority of my land is not currently used for crop production.",,Part-time farm work on land owned by me or rented from others,0.216798393,0.44113859,0.475712387,0.000443616,0.11379566,0.010742412,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6927954250,V,V,V,V,V,V,V,V,Grant,Grant,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,3,4,4,4,4,4,4,2,2,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,3,3,4,3,4,4,1,3,3,4,4,3,NA,1,3,3,3,3,3,1,2,1,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$25,000 - $99,999",50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,-0.801580902,0.442514456,-0.833381636,-0.761647327,-0.168987133,-0.015229998,-0.110945179,0.031743692,0.044975114,0.038137081,0.072725427,NA,NA,NA,NA,NA,NA,NA,NA
6927948667,V,C,V,C,V,V,V,C,Redwood,Redwood,2,3,2,2,2,1,1,2,2,2,2,1,1,2,2,4,4,3,4,3,3,4,3,4,2,3,2,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,3,3,4,3,3,3,4,1,4,4,4,3,3,2,2,4,4,3,3,4,1,2,2,3,2,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Male,50-70,High school diploma,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-1.047415857,0.447905559,-1.091601575,-0.620520171,0.092152502,0.005299824,0.243053818,-0.05741625,-0.338558976,-0.244010964,0.072818893,1.192871301,-0.085178729,0.646996926,-0.190827733,0.124001464,0.054175807,-0.616433305,-0.512869695
6927942980,V,V,V,V,V,V,V,V,Swift,Swift,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,3,4,4,5,4,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,2,2,2,4,4,3,4,2,2,4,4,2,2,3,1,2,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,Male,50-70,Graduate degree,"$1,000,000 and over",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Retired,2.116133382,0.439704856,2.027019574,2.027593081,0.434865285,0.027980032,0.085368813,0.108310602,0.122355229,0.199585672,0.072802916,-0.696483647,-0.492611923,-0.651621763,-0.179315523,-0.063060528,0.347620408,0.276043018,0.321531744
6927914142,V,C,V,C,C,V,V,V,Big Stone,Big Stone,1,2,2,3,3,3,2,1,1,2,2,1,1,2,1,4,4,4,2,4,4,4,4,4,3,1,2,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3,3,2,3,4,4,3,3,4,4,3,3,2,1,3,3,3,4,3,2,2,2,3,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,Over 70,High school diploma,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",,Full-time farm work on land owned by me or rented from others,-1.309316981,0.446414543,-0.729143883,-1.056594425,0.073691351,0.003444764,-0.137275702,-0.002544889,0.01383053,-0.060973566,-0.111897,0.344974994,-0.516318184,0.447993111,-0.038639967,-0.204184925,0.286987105,-0.442432279,-0.319693572
6927913113,V,V,V,V,V,V,V,V,Brown,Brown,1,2,4,3,4,4,2,3,3,2,2,2,2,3,3,4,4,4,4,3,2,4,4,4,3,2,2,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,4,3,4,4,2,2,2,3,4,4,4,4,2,2,2,2,2,1,3,1,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,50-70,Some college but no 4-year degree,"$1 -$24,999",1%-25%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.12994533,0.444724434,-0.195520497,-0.263132221,0.181426783,0.019328632,-0.190218902,-0.021209602,-0.005222428,-0.098272959,-0.112063751,-0.579620079,-0.302236473,-0.27510404,-0.488990988,-0.074619517,0.175985933,0.07216175,-0.18559241
6927899941,V,V,V,V,V,V,V,V,Brown,Brown,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,3,4,4,1,3,3,3,4,5,2,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,3,3,5,4,3,3,4,2,3,3,3,3,3,4,2,2,2,4,3,2,1,2,3,2,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,,,,,75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.662031352,-0.293990059,-0.356267865,-0.313567819,0.412677415,0.033506129,-0.211152021,-0.176788913,-0.478223429,-0.029338567,-0.112082168,-0.46712658,0.374216156,-0.053581996,0.076523424,0.371158123,-0.533553181,-0.465323837,-0.422437113
6927866573,V,V,V,V,V,V,V,C,Waseca,Waseca,2,3,NA,3,4,4,3,3,3,3,4,4,3,3,3,4,3,5,4,4,NA,5,5,NA,3,1,2,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,2,3,4,5,4,2,2,1,NA,5,4,3,2,1,5,4,2,1,3,1,3,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,None,0,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Full-time off-farm work,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6927857741,C,V,C,V,C,V,V,C,Murray,Murray,4,5,5,3,4,5,3,3,3,5,5,4,4,4,5,4,4,4,4,4,4,4,3,3,3,3,3,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,3,5,3,3,4,4,3,2,4,3,4,5,3,2,3,4,3,3,3,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Female,50-70,Some college but no 4-year degree,"$25,000 - $99,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,0.871502155,0.433685595,1.382951599,1.529069391,-0.196982227,-0.024109006,0.014074989,0.060782481,-0.230965824,-0.347865163,0.072561857,0.710768082,-0.066153859,-0.010224996,-0.30899838,-0.126566788,0.437210965,0.383825295,0.063193052
6927775381,V,C,V,C,C,C,C,V,Swift,Swift,3,3,3,4,4,4,3,3,3,4,4,4,3,4,4,4,3,4,3,4,5,4,4,4,3,1,3,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,4,3,3,3,4,5,4,4,3,3,3,4,4,4,4,2,2,3,4,3,1,1,1,3,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,1%-25%,1 to 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Conservation Reserve Program (CRP),Full-time off-farm work,0.522098584,0.444255201,0.946869444,0.288792882,0.432890366,0.034166892,0.263668503,0.091006715,0.109342373,-0.097813362,0.072808379,-0.522243284,0.001620895,-0.064869313,-0.627394968,0.409775778,0.673357409,0.228612928,0.14630824
6927608649,V,V,C,V,V,V,V,C,Sibley,Sibley,3,3,4,4,3,4,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,2,3,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,3,3,4,3,4,4,4,3,3,3,4,4,3,2,2,2,4,3,3,1,3,1,3,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,Male,50-70,High school diploma,"$250,000 - $499,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,0.396074934,0.44409177,0.835761694,0.530816063,0.336220705,0.014380693,0.263700858,0.10372526,0.087952264,-0.298637703,0.072799553,-0.490004396,-0.234570889,-0.103724597,-0.481221068,-0.09139983,0.330678016,0.166871878,0.214507477
6927564241,C,C,C,V,V,V,V,V,Redwood,Redwood,2,3,2,2,3,3,4,4,4,3,3,3,4,4,3,3,4,4,2,3,3,4,4,4,3,3,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,3,4,3,3,3,3,3,2,3,3,4,4,4,3,3,3,3,3,3,NA,3,1,3,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,,50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,0.795563836,0.440578404,0.096722562,-0.155013399,0.051401716,0.00745652,0.248248941,-0.047386178,0.003042966,-0.260124745,0.072791699,NA,NA,NA,NA,NA,NA,NA,NA
6927545653,V,V,V,V,V,V,V,V,Big Stone,Big Stone,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,3,3,5,5,5,1,2,2,3,3,3,4,4,3,2,2,2,4,4,4,2,2,1,3,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Male,50-70,High school diploma,"$1 -$24,999",1%-25%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time off-farm work,1.138048433,0.439066646,1.077829355,1.100975699,0.123473503,0.002185569,0.09166553,0.093363754,0.061264106,-0.295367313,0.072755292,-0.536473367,1.189261743,-0.036754514,-0.15595444,0.070688918,-1.384081192,0.052023788,0.150613703
6927471449,V,V,C,V,V,V,V,C,,,2,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,5,5,4,4,4,4,4,4,4,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5,5,5,5,2,3,5,1,1,1,5,5,5,1,3,3,3,4,5,2,3,1,2,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,0.465225973,-0.173887281,0.047397851,0.029026222,0.239852857,0.017304476,-0.156306404,0.098879038,0.155853352,0.105731606,0.072543616,0.365907456,1.528134167,-1.177460794,-0.243599693,-0.227150788,-0.649549584,0.921532438,0.406002927
6927238205,C,C,V,V,V,V,C,V,Freeborn,Freeborn,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,4,4,4,1,1,2,4,4,5,2,2,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,3,4,5,5,4,4,4,5,4,4,4,4,2,1,5,1,1,2,2,4,1,2,2,3,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,-1.150473152,0.448002746,-1.520360509,-1.086271873,0.045831137,0.012842534,-0.145282813,-0.301012591,-0.102795439,0.421495238,0.072754581,-1.148213372,0.936398495,0.574451186,-0.398336223,0.37239552,-0.168507927,-0.775349161,-0.631668931
6927085272,C,V,C,V,V,C,V,C,Grant,Grant,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,4,4,3,2,2,3,3,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,4,4,4,3,4,3,4,1,1,1,5,5,1,3,3,3,3,3,3,1,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Female,30-50,Some college but no 4-year degree,"$1 -$24,999",0,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.939748529,0.44608162,-1.103923183,-1.242474909,0.078678911,0.026456516,-0.213349617,-0.217962244,-0.588612793,-0.19798529,-0.112074236,0.215318782,0.115130351,-1.141850199,-0.587490369,0.148912463,0.0760614,0.636161636,0.183674171
6926902789,C,C,C,C,C,V,V,C,Big Stone,Big Stone,2,3,4,2,2,1,3,2,2,2,2,1,2,3,2,4,3,5,2,4,4,5,5,4,4,2,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,3,5,3,2,3,4,4,3,3,3,4,4,1,3,2,2,3,3,3,1,3,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,Male,Over 70,"B.A., B.S., or equivalent","$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others,-0.501177527,0.444964783,-1.003488522,0.007666272,-0.031563552,0.002980568,0.27537258,0.15413413,0.892914355,0.094604367,0.072808514,-0.462724334,-0.42152136,-0.092569574,-0.490867319,-0.12854247,0.005397524,-0.010011005,-0.107475093
6926883676,V,V,V,V,V,C,V,V,Blue Earth,Blue Earth,3,3,3,4,4,4,4,5,5,4,4,5,4,4,5,4,3,5,4,5,3,4,4,4,4,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,4,2,3,3,5,4,3,1,3,3,4,4,3,1,2,1,3,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,Male,50-70,High school diploma,"$1 -$24,999",1%-25%,1 to 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,1.495380759,0.437957709,1.259959436,0.545625019,0.118619544,-0.007013207,-0.164351309,0.201228474,0.209517699,-0.024706745,-0.112077453,0.293257005,-0.46400048,-0.200564059,-0.544986868,-0.207203508,1.221393088,0.536829705,0.392765568
6926684241,C,V,C,V,C,V,V,C,Grant,Grant,1,3,2,3,2,1,3,3,2,3,1,1,3,3,2,4,5,4,4,1,5,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,4,4,5,2,2,1,4,5,3,2,2,3,3,1,5,3,2,3,3,2,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent",,75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,-0.279791813,0.444623025,-0.877902047,-0.642253521,0.021492858,0.007331314,0.233921408,-0.113826137,-0.020621779,-0.041292594,0.072828844,-0.258114423,-0.390037463,-0.460992823,-0.289353473,0.435779762,-0.551859819,-0.552386775,-0.39450592
6926133812,V,C,V,C,C,V,V,C,Renville,McLeod,1,4,4,2,2,2,2,2,2,1,1,1,2,2,2,4,3,4,4,4,4,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,3,4,4,4,4,3,4,4,2,3,5,4,4,2,4,3,3,3,3,4,1,2,1,2,2,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,Male,50-70,Some college but no 4-year degree,"$1,000,000 and over",50%-75%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others,-0.767937584,0.4499264,-1.304207314,-0.067254307,0.237486938,0.035920934,-0.159243701,0.02756437,-0.622822709,-0.13978038,0.072533106,0.358258027,0.671346455,0.533125644,-0.475925874,0.343258004,0.002703182,-0.083048245,-0.174494233
6925691377,C,C,C,C,C,V,C,C,Nicollet,Nicollet,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,3,4,2,4,4,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,2,3,4,3,5,4,4,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,50-70,Some college but no 4-year degree,"$100,000 - $249,999",0,"500 to 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work,-0.889923316,0.442518851,-0.850676754,-0.766004464,-0.173604624,-0.013594464,-0.097896662,0.021350806,-0.018787822,-0.580027731,0.07267794,0.337444691,0.496086634,0.008704068,-0.224843229,-0.11484537,0.053955612,-0.364622546,-0.297030296
6925479410,V,V,V,V,V,V,V,V,Le Sueur,Le Sueur,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,5,4,1,5,5,5,3,1,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,4,4,5,1,1,1,5,5,5,4,2,2,5,5,1,1,2,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,Male,50-70,Some college but no 4-year degree,"$25,000 - $99,999",75%-100%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Full-time farm work on land owned by me or rented from others,1.938040911,0.433743896,1.992252561,1.337227915,0.035543279,-0.009405783,0.291777852,0.244995982,0.970255357,0.175178681,0.072839971,-0.835863212,-1.758411584,-1.307404327,-0.45026405,-0.080942853,0.889584869,1.069744082,0.992313737
6925475963,,,,,,,,,Renville,Yellow Medicine,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6925475627,V,C,V,V,V,V,V,V,Sibley,Sibley,3,4,4,5,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,4,4,5,5,4,4,1,2,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3,2,4,3,4,5,2,3,4,3,4,3,4,1,3,3,4,4,3,2,3,2,3,2,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired,0.800860562,0.445042537,1.155501661,0.873794124,0.438690452,0.005985754,0.27632653,0.208380035,0.917247858,0.095123704,0.072822732,0.300529195,-0.436624799,0.121820228,0.17794666,-0.198044898,0.849992989,-0.037374173,0.128173157
6925411481,V,C,V,V,V,V,V,V,Waseca,Waseca,3,3,3,4,4,4,4,4,3,4,4,3,NA,3,3,3,2,5,5,5,2,5,5,4,3,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,2,2,5,5,4,1,4,2,5,5,3,2,3,3,4,4,3,1,3,1,2,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,Male,50-70,Graduate degree,"$250,000 - $499,999",1%-25%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,NA,NA,NA,NA,NA,NA,0.301792719,0.315249373,0.953577202,-0.301711744,0.072797593,0.264925924,-0.974756533,-0.47510426,-0.591744228,-0.023631504,1.391833531,0.823009233,0.550222998
6925391133,C,C,,V,C,,C,C,Yellow Medicine,Lac Qui Parle,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,5,5,4,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,4,4,4,1,1,1,2,4,2,3,NA,5,4,4,2,3,2,4,4,2,1,3,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,Male,Over 70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others,1.141918797,0.437892731,1.068667061,1.092850021,0.063910549,0.002902146,0.254229655,0.026822566,0.728220649,0.037100414,0.072826845,NA,NA,NA,NA,NA,NA,NA,NA
