Water body name,Water body description,Water body type,Year added to List,Basin,AUID,Use Class,County,Affected designated use,Pollutant or stressor
"Crow River, South Fork",Otter Cr to Buffalo Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010205-512,"2Bg, 3C",Carver,Aquatic Consumption,Mercury in fish tissue
"Crow River, South Fork",Headwaters to 145th St,Stream,1998,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,Aquatic Consumption,Mercury in fish tissue
"Crow River, South Fork",Headwaters to 145th St,Stream,2002,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,Aquatic Life,Fish bioassessments
"Crow River, South Fork",Headwaters to 145th St,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,Aquatic Life,Nutrients
"Crow River, South Fork",Headwaters to 145th St,Stream,2006,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,Aquatic Life,Turbidity
"Crow River, South Fork",Headwaters to 145th St,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-658,"2Bm, 3C",Kandiyohi,Aquatic Recreation,Escherichia coli (E.coli)
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,1998,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,Aquatic Consumption,Mercury in fish tissue
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2006,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,Aquatic Life,Benthic macroinvertebrates bioassessments
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2002,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,Aquatic Life,Fish bioassessments
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,Aquatic Life,Nutrients
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2006,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,Aquatic Life,Turbidity
"Crow River, South Fork",145th St to Hutchinson Dam,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-659,"2Bg, 3C",Meeker,Aquatic Recreation,Escherichia coli (E.coli)
Crow Wing,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",18-0155-00,"2B, 3C",Crow Wing,Aquatic Consumption,Mercury in fish tissue
Crow Wing,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",18-0155-00,"2B, 3C",Crow Wing,Aquatic Life,Fish bioassessments
Crow Wing,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",18-0155-00,"2B, 3C",Crow Wing,Aquatic Recreation,Nutrients
Crow Wing River,Mosquito Cr to Long Prairie R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-508,"2Bg, 3C",Morrison,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Swan Cr to Mosquito Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-509,"2Bg, 3C",Cass,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Partridge R to Swan Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-510,"2Bg, 3C",Wadena,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Leaf R to Partridge R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-511,"2Bg, 3C",Wadena,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Farnham Cr to Leaf R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-512,"2Bg, 3C",Wadena,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Beaver Cr to Farnham Cr ,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-513,"2Bg, 3C",Wadena,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Cat R to Beaver Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-514,"2Bg, 3C",Wadena,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Big Swamp Cr to Cat R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-515,"2Bg, 3C",Wadena,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Shell R to Big Swamp Cr,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-516,"2Bg, 3C",Wadena,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Headwaters (Eleventh Crow Wing Lk 29-0036-00) to Shell R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-523,"2Bg, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Crow Wing River,Long Prairie R to Mississippi R,Stream,1998,"Upper Mississippi River, Upper Portion",07010106-721,"2Bg, 3C",Morrison,Aquatic Consumption,Mercury in fish tissue
Crystal,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",11-0502-00,"2B, 3C",Cass,Aquatic Consumption,Mercury in fish tissue
Crystal,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",27-0034-00,"2B, 3C",Hennepin,Aquatic Recreation,Nutrients
Cutaway,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",31-0429-00,"2B, 3C",Itasca,Aquatic Consumption,Mercury in fish tissue
Dam,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",01-0096-00,"2B, 3C",Aitkin,Aquatic Consumption,Mercury in fish tissue
Darling,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",21-0080-00,"2B, 3C",Douglas,Aquatic Consumption,Mercury in fish tissue
Dean,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",86-0041-00,"2B, 3C",Wright,Aquatic Recreation,Nutrients
Decker,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",31-0934-00,"2B, 3C",Itasca,Aquatic Recreation,Nutrients
Deer,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",04-0230-00,"2B, 3C",Beltrami,Aquatic Consumption,Mercury in fish tissue
Deer,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",31-0719-00,"2B, 3C",Itasca,Aquatic Consumption,Mercury in fish tissue
Deer,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",86-0107-00,"2B, 3C",Wright,Aquatic Recreation,Nutrients
Deer Creek,Unnamed cr to Ox Yoke Lk,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-594,"2Bg, 3C",Hennepin,Aquatic Life,Dissolved oxygen
Deer Creek,Unnamed cr to Ox Yoke Lk,Stream,2016,"Upper Mississippi River, Upper Portion",07010205-594,"2Bg, 3C",Hennepin,Aquatic Recreation,Escherichia coli (E.coli)
Diamond,Wetland,Wetland,2014,"Upper Mississippi River, Upper Portion",27-0022-00,"2D, 3D, 4C",Hennepin,Aquatic Life,Chloride
Diamond,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",27-0125-00,"2B, 3C",Hennepin,Aquatic Recreation,Nutrients
Diamond,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",34-0044-00,"2B, 3C",Kandiyohi,Aquatic Consumption,Mercury in fish tissue
Diamond,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",34-0044-00,"2B, 3C",Kandiyohi,Aquatic Life,Fish bioassessments
Diamond,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",34-0044-00,"2B, 3C",Kandiyohi,Aquatic Recreation,Nutrients
Diamond Creek,Headwaters (French Lk 27-0127-00) to Unnamed lk,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-525,"2Bg, 3C",Hennepin,Aquatic Life,Benthic macroinvertebrates bioassessments
Diamond Creek,Headwaters (French Lk 27-0127-00) to Unnamed lk,Stream,2010,"Upper Mississippi River, Upper Portion",07010206-525,"2Bg, 3C",Hennepin,Aquatic Life,Dissolved oxygen
Diamond Creek,Headwaters (French Lk 27-0127-00) to Unnamed lk,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-525,"2Bg, 3C",Hennepin,Aquatic Life,Fish bioassessments
Diamond Creek,Headwaters (French Lk 27-0127-00) to Unnamed lk,Stream,2010,"Upper Mississippi River, Upper Portion",07010206-525,"2Bg, 3C",Hennepin,Aquatic Recreation,Escherichia coli (E.coli)
Diann,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",71-0046-00,"2B, 3C",Sherburne,Aquatic Recreation,Nutrients
Dixon,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",31-0921-00,"2B, 3C",Itasca,Aquatic Consumption,Mercury in fish tissue
Dixon,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",31-0921-00,"2B, 3C",Itasca,Aquatic Recreation,Nutrients
Dog,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",86-0178-00,"2B, 3C",Wright,Aquatic Recreation,Nutrients
Donovan (main bay),Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",05-0004-02,"2B, 3C",Benton,Aquatic Recreation,Nutrients
Dunns,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",47-0082-00,"2B, 3C",Meeker,Aquatic Recreation,Nutrients
Dutch,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",27-0181-00,"2B, 3C",Hennepin,Aquatic Recreation,Nutrients
Dutch,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",86-0184-00,"2B, 3C",Wright,Aquatic Life,Fish bioassessments
Dutch,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",86-0184-00,"2B, 3C",Wright,Aquatic Recreation,Nutrients
Eagle,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",09-0057-00,"2B, 3C",Carlton,Aquatic Consumption,Mercury in fish tissue
Eagle,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",09-0057-00,"2B, 3C",Carlton,Aquatic Recreation,Nutrients
Eagle,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",10-0121-00,"2B, 3C",Carver,Aquatic Consumption,Mercury in fish tissue
Eagle,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",10-0121-00,"2B, 3C",Carver,Aquatic Recreation,Nutrients
Eagle,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",27-0111-01,"2B, 3C",Hennepin,Aquatic Consumption,Mercury in fish tissue
Eagle,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",27-0111-01,"2B, 3C",Hennepin,Aquatic Recreation,Nutrients
Eagle,Lake or Reservoir,Lake,2014,"Upper Mississippi River, Upper Portion",29-0256-00,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Eagle Creek,Headwaters to Long Prairie R,Stream,2014,"Upper Mississippi River, Upper Portion",07010108-507,"2Bg, 3C",Todd,Aquatic Recreation,Escherichia coli (E.coli)
East Auburn,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",10-0044-02,"2B, 3C",Carver,Aquatic Recreation,Nutrients
East Crooked,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",29-0101-01,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
East Hunter,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",71-0023-00,"2B, 3C",Sherburne,Aquatic Recreation,Nutrients
East Lake Sylvia,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",86-0289-00,"2B, 3C",Wright,Aquatic Consumption,Mercury in fish tissue
East Leaf,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",56-0116-02,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
East Moore,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",02-0075-01,"2B, 3C",Anoka,Aquatic Recreation,Nutrients
East Sarah,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",27-0191-02,"2B, 3C",Hennepin,Aquatic Consumption,Mercury in fish tissue
East Sarah,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",27-0191-02,"2B, 3C",Hennepin,Aquatic Life,Fish bioassessments
East Sarah,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",27-0191-02,"2B, 3C",Hennepin,Aquatic Recreation,Nutrients
East Twin,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",02-0133-00,"2B, 3C",Anoka,Aquatic Consumption,Mercury in fish tissue
East Twin,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",18-0407-00,"2B, 3C",Crow Wing,Aquatic Consumption,Mercury in fish tissue
East Vadnais,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",62-0038-01,"1C, 2Bd, 3C",Ramsey,Aquatic Consumption,Mercury in fish tissue
Echo,Lake or Reservoir,Lake,2014,"Upper Mississippi River, Upper Portion",21-0157-00,"2B, 3C",Douglas,Aquatic Recreation,Nutrients
Eden,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",73-0150-00,"2B, 3C",Stearns,Aquatic Consumption,Mercury in fish tissue
Eden,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",73-0150-00,"2B, 3C",Stearns,Aquatic Recreation,Nutrients
Eden Lake Outlet,Headwaters (Eden Lk 73-0150-00) to Browns Lk,Stream,2012,"Upper Mississippi River, Upper Portion",07010202-545,"2Bg, 3C",Stearns,Aquatic Life,Benthic macroinvertebrates bioassessments
Eden Lake Outlet,Headwaters (Eden Lk 73-0150-00) to Browns Lk,Stream,2010,"Upper Mississippi River, Upper Portion",07010202-545,"2Bg, 3C",Stearns,Aquatic Life,Dissolved oxygen
Eden Lake Outlet,Headwaters (Eden Lk 73-0150-00) to Browns Lk,Stream,2012,"Upper Mississippi River, Upper Portion",07010202-545,"2Bg, 3C",Stearns,Aquatic Life,Fish bioassessments
Eden Lake Outlet,Headwaters (Eden Lk 73-0150-00) to Browns Lk,Stream,2012,"Upper Mississippi River, Upper Portion",07010202-545,"2Bg, 3C",Stearns,Aquatic Recreation,Escherichia coli (E.coli)
Edward,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",18-0305-00,"2B, 3C",Crow Wing,Aquatic Consumption,Mercury in fish tissue
Eighth Crow Wing,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",29-0072-00,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Eighth Crow Wing,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",29-0072-00,"2B, 3C",Hubbard,Aquatic Recreation,Nutrients
Eleventh Crow Wing (East),Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",29-0036-02,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Eleventh Crow Wing (Main),Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",29-0036-01,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Elizabeth (Main Lake),Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",34-0022-02,"2B, 3C",Kandiyohi,Aquatic Consumption,Mercury in fish tissue
Elk,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",15-0010-00,"2B, 3C",Clearwater,Aquatic Consumption,Mercury in fish tissue
Elk,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",71-0055-00,"2B, 3C",Sherburne,Aquatic Recreation,Nutrients
Elk,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",71-0141-00,"2B, 3C",Sherburne,Aquatic Recreation,Nutrients
Elk River,Mayhew Cr to Rice Cr,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-507,"2Bg, 3C",Sherburne,Aquatic Consumption,Mercury in fish tissue
Elk River,Mayhew Cr to Rice Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-507,"2Bg, 3C",Sherburne,Aquatic Recreation,Escherichia coli (E.coli)
Elk River,Headwaters to Mayhew Cr,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-508,"2Bg, 3C",Benton,Aquatic Consumption,Mercury in fish tissue
Elk River,Headwaters to Mayhew Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-508,"2Bg, 3C",Benton,Aquatic Life,Benthic macroinvertebrates bioassessments
Elk River,Headwaters to Mayhew Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-508,"2Bg, 3C",Benton,Aquatic Life,Fish bioassessments
Elk River,Headwaters to Mayhew Cr,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-508,"2Bg, 3C",Benton,Aquatic Recreation,Escherichia coli (E.coli)
Elk River,Orono Lk to Mississippi R,Stream,2004,"Upper Mississippi River, Upper Portion",07010203-525,"2Bg, 3C",Sherburne,Aquatic Consumption,Mercury in fish tissue
Elk River,St Francis R to Orono Lk,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-548,"2Bg, 3C",Sherburne,Aquatic Consumption,Mercury in fish tissue
Elk River,St Francis R to Orono Lk,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-548,"2Bg, 3C",Sherburne,Aquatic Recreation,Escherichia coli (E.coli)
Elk River,Elk Lk to St Francis R,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-579,"2Bg, 3C",Sherburne,Aquatic Consumption,Mercury in fish tissue
Elk River,Elk Lk to St Francis R,Stream,2012,"Upper Mississippi River, Upper Portion",07010203-579,"2Bg, 3C",Sherburne,Aquatic Life,Fish bioassessments
Elk River,Elk Lk to St Francis R,Stream,2006,"Upper Mississippi River, Upper Portion",07010203-579,"2Bg, 3C",Sherburne,Aquatic Life,Turbidity
Elk River,Elk Lk to St Francis R,Stream,2008,"Upper Mississippi River, Upper Portion",07010203-579,"2Bg, 3C",Sherburne,Aquatic Recreation,Fecal coliform
Elk River,Rice Cr to Elk Lk,Stream,2002,"Upper Mississippi River, Upper Portion",07010203-581,"2Bg, 3C",Sherburne,Aquatic Consumption,Mercury in fish tissue
Ellering,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",73-0244-00,"2B, 3C",Stearns,Aquatic Recreation,Nutrients
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,Aquatic Life,Benthic macroinvertebrates bioassessments
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,Aquatic Life,Chloride
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2004,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,Aquatic Life,Dissolved oxygen
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,Aquatic Life,Fish bioassessments
Elm Creek,Headwaters (Lk Medina 27-0146-00) to Mississippi R,Stream,2010,"Upper Mississippi River, Upper Portion",07010206-508,"2Bg, 3C",Hennepin,Aquatic Recreation,Escherichia coli (E.coli)
Elm Island,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",01-0123-00,"2B, 3C",Aitkin,Aquatic Consumption,Mercury in fish tissue
Elm Island,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",01-0123-00,"2B, 3C",Aitkin,Aquatic Life,Fish bioassessments
Elm Island,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",01-0123-00,"2B, 3C",Aitkin,Aquatic Recreation,Nutrients
Emily,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",18-0203-00,"2B, 3C",Crow Wing,Aquatic Recreation,Nutrients
Emma,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",86-0188-00,"2B, 3C",Wright,Aquatic Recreation,Nutrients
Erie,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",47-0064-00,"2B, 3C",Meeker,Aquatic Consumption,Mercury in fish tissue
Erie,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",47-0064-00,"2B, 3C",Meeker,Aquatic Life,Fish bioassessments
Esquagamah,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",01-0147-00,"2B, 3C",Aitkin,Aquatic Recreation,Nutrients
Estes Brook,"-93.7502, 45.7028 to W Br Rum R",Stream,2016,"Upper Mississippi River, Upper Portion",07010207-679,"2Bg, 3C",Mille Lacs,Aquatic Life,Benthic macroinvertebrates bioassessments
Estes Brook,"-93.7502, 45.7028 to W Br Rum R",Stream,2016,"Upper Mississippi River, Upper Portion",07010207-679,"2Bg, 3C",Mille Lacs,Aquatic Recreation,Escherichia coli (E.coli)
Evergreen,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",29-0227-00,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Fannie,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",30-0043-00,"2B, 3C",Isanti,Aquatic Recreation,Nutrients
Farm Island,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",01-0159-00,"2B, 3C",Aitkin,Aquatic Consumption,Mercury in fish tissue
Farnham Creek,Unnamed cr to Crow Wing R,Stream,2006,"Upper Mississippi River, Upper Portion",07010106-522,"2Bg, 3C",Wadena,Aquatic Life,Benthic macroinvertebrates bioassessments
Farnham Creek,Unnamed cr to Crow Wing R,Stream,2002,"Upper Mississippi River, Upper Portion",07010106-522,"2Bg, 3C",Wadena,Aquatic Life,Fish bioassessments
Farnham Creek,"Unnamed ditch to T136 R32W S21, west line",Stream,2014,"Upper Mississippi River, Upper Portion",07010106-702,"1B, 2Ag, 3B",Cass,Aquatic Recreation,Escherichia coli (E.coli)
Fawn,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",18-0240-00,"2B, 3C",Crow Wing,Aquatic Recreation,Nutrients
Fifth Crow Wing,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",29-0092-00,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
First Crow Wing,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",29-0086-00,"2B, 3C",Hubbard,Aquatic Recreation,Nutrients
Fish,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",27-0118-00,"2B, 3C",Hennepin,Aquatic Consumption,Mercury in fish tissue
Fish,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",27-0118-00,"2B, 3C",Hennepin,Aquatic Recreation,Nutrients
Fish,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",56-0066-00,"2B, 3C",Otter Tail,Aquatic Consumption,Mercury in fish tissue
Fish,Lake or Reservoir,Lake,2014,"Upper Mississippi River, Upper Portion",56-0066-00,"2B, 3C",Otter Tail,Aquatic Recreation,Nutrients
Fish,Lake or Reservoir,Lake,2006,"Upper Mississippi River, Upper Portion",82-0137-00,"2B, 3C",Washington,Aquatic Recreation,Nutrients
Fish,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",86-0183-00,"2B, 3C",Wright,Aquatic Recreation,Nutrients
Fish Creek,Carver Lk to Unnamed (North Star) lk,Stream,2014,"Upper Mississippi River, Upper Portion",07010206-606,"2Bg, 3C",Ramsey,Aquatic Recreation,Escherichia coli (E.coli)
Fish Hook,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",29-0242-00,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Fleming,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",01-0105-00,"2B, 3C",Aitkin,Aquatic Recreation,Nutrients
Forest,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",27-0139-00,"2B, 3C",Hennepin,Aquatic Recreation,Nutrients
Forsythe,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",31-0560-00,"2B, 3C",Itasca,Aquatic Consumption,Mercury in fish tissue
Foster,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",86-0001-00,"2B, 3C",Wright,Aquatic Recreation,Nutrients
Fountain,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",86-0086-00,"2B, 3C",Wright,Aquatic Recreation,Nutrients
Fourth Crow Wing,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",29-0078-00,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Francis,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",30-0080-00,"2B, 3C",Isanti,Aquatic Life,Fish bioassessments
Francis,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",30-0080-00,"2B, 3C",Isanti,Aquatic Recreation,Nutrients
Francis,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",47-0002-00,"2B, 3C",Meeker,Aquatic Consumption,Mercury in fish tissue
Fremont,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",71-0016-00,"2B, 3C",Sherburne,Aquatic Recreation,Nutrients
French,Lake or Reservoir,Lake,2014,"Upper Mississippi River, Upper Portion",01-0104-00,"2B, 3C",Aitkin,Aquatic Consumption,Mercury in fish tissue
French,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",86-0273-00,"2B, 3C",Wright,Aquatic Consumption,Mercury in fish tissue
French,Lake or Reservoir,Lake,2020,"Upper Mississippi River, Upper Portion",86-0273-00,"2B, 3C",Wright,Aquatic Life,Fish bioassessments
French,Lake or Reservoir,Lake,2008,"Upper Mississippi River, Upper Portion",86-0273-00,"2B, 3C",Wright,Aquatic Recreation,Nutrients
French Creek,"French Lk to T120 R28W S15, west line",Stream,2020,"Upper Mississippi River, Upper Portion",07010204-759,"2Bg, 3C",Wright,Aquatic Life,Benthic macroinvertebrates bioassessments
French Creek,"French Lk to T120 R28W S15, west line",Stream,2020,"Upper Mississippi River, Upper Portion",07010204-759,"2Bg, 3C",Wright,Aquatic Life,Fish bioassessments
Frontenac,Lake or Reservoir,Lake,2016,"Upper Mississippi River, Upper Portion",29-0241-00,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Garfield,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",29-0061-00,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
Geneva,Lake or Reservoir,Lake,2010,"Upper Mississippi River, Upper Portion",21-0052-00,"2B, 3C",Douglas,Aquatic Consumption,Mercury in fish tissue
George,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",02-0091-00,"2B, 3C",Anoka,Aquatic Consumption,Mercury in fish tissue
George,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",29-0216-00,"2B, 3C",Hubbard,Aquatic Consumption,Mercury in fish tissue
George,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",34-0142-00,"2B, 3C",Kandiyohi,Aquatic Consumption,Mercury in fish tissue
George,Lake or Reservoir,Lake,2012,"Upper Mississippi River, Upper Portion",73-0611-00,"2B, 3C",Stearns,Aquatic Recreation,Nutrients
George Watch,Lake or Reservoir,Lake,2002,"Upper Mississippi River, Upper Portion",02-0005-00,"2B, 3C",Anoka,Aquatic Recreation,Nutrients
Gervais,Lake or Reservoir,Lake,1998,"Upper Mississippi River, Upper Portion",62-0007-00,"2B, 3C",Ramsey,Aquatic Consumption,Mercury in fish tissue
