respondentid,"choice1 ","choice2 ","choice3 ","choice4 ","choice5 ","choice6 ","choice7 ",choice8,countyresident,countyland,scenicconcern,scenicmoderate,scenicmajor,nutrientconcern,nutrientmoderate,nutrientmajor,habitatconcern,habitatmoderate,habitatmajor,sedimentconcern,sedimentmoderate,sedimentmajor,recreationconcern,recreationmoderate,recreationmajor,valknowconservation,valundueblame,valwaterimportant,vallandregulate,valwaterproblem,valpaymentimportant,valtogether,valstaff,valsteward,valinfluence,pollutionobs,familiar25,otherswetland,otherscovercrop,othersnm,pastcrp,pastfcp,pastmci,pastoneseason,pastlongterm,pastgcdt,pastgcsv,nowcrp,noweqip,nowfcsv,nowcsp,practicegd,practicemintill,practicerb,practicerp,obssediment,obsnutrients,obsodor,obstrash,obslackfish,obsunsafeswim,obscolor,obsunsafedrink,opwetlandfamiliar,opwetlandcostr,opwetlandcontrol,opwetlandequipment,opwetlandcostm,opwetlandhabitat,opwetlandsoil,opcovercropfamiliar,opcovercroprp,opcovercroptimep,opcovercroptimeh,opcovercroprs,opcovercropis,opcovercropln,opnmfamiliar,opnmrs,opnmrl,opnmis,opnmrf,opnmcost,opwetlandopen,opwetlandrestored,opcovercropopen,opcovercropplant,opnmopen,acfish,acswim,acexplore,ackayak,achunt,achike,acbike,acpicnic,achorseride,acgooffroading,sptlandowners,sptfarmmanager,sptrenters,sptgovstaff,sptmrbboard,infonrcs,infofsa,infoces,infomedial,infospecialists,infosfdealer,infomdealer,infoneighborfriends,infoscdc,infovai,infoprivateconsultants,infonpo,infomedian,preferfielddemo,preferinternet,prefercountymeeting,prefertelevision,prefermagazines,preferradio,preferprinted,prefervisual,preferonfarmconsul,prefertradeshows,gender,age,education,income,incomefromfarming,landarea,majorityland,primaryrotation,work2017
6928282907,V,V,V,V,V,V,V,V,Douglas,Douglas,3,3,4,4,4,4,3,3,2,4,4,4,2,2,2,5,4,5,4,4,5,5,5,5,4,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,4,2,4,4,2,5,5,5,2,2,2,5,5,4,4,2,2,4,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,Male,50-70,Some college but no 4-year degree,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6928248814,C,V,C,V,V,V,V,V,Douglas,Douglas,1,1,1,2,2,2,3,2,2,3,3,2,3,3,2,4,4,4,3,3,4,4,3,4,3,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,4,3,4,4,1,4,4,2,3,3,4,4,3,4,2,2,3,3,3,2,2,1,3,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,Other/Prefer not to say,Over 70,High school diploma,None,25%-50%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6928220423,V,V,V,V,V,V,V,V,,,2,2,2,2,2,2,2,2,2,2,2,1,2,3,1,3,4,5,4,3,4,4,4,3,3,1,3,1,0,0,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,2,3,3,4,3,4,4,2,3,3,3,4,4,3,3,3,3,3,3,2,1,2,2,1,1,1,1,0,1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,Male,50-70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,"500 to 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Part-time farm work on land owned by me or rented from others
6928200982,V,C,V,C,V,C,C,C,Freeborn,Freeborn,1,2,1,2,2,1,1,1,1,2,1,1,2,2,2,4,4,4,2,2,2,3,3,4,4,3,2,1,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,3,5,4,3,2,4,3,3,3,3,4,3,3,1,3,3,3,4,3,2,2,1,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,Male,Over 70,"B.A., B.S., or equivalent","$500,000 to $999,999",50%-75%,"1,000 acres or more","Yes, and someone else is in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Retired
6928197304,V,C,V,C,C,V,C,V,Jackson,Jackson,3,3,2,3,3,2,2,2,2,4,3,3,3,3,2,4,4,4,4,3,2,4,4,4,1,3,2,1,1,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,4,5,3,2,4,2,4,3,3,4,4,3,2,2,2,4,2,3,2,2,1,3,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,Male,50-70,Some college but no 4-year degree,"$1,000,000 and over",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6928055902,C,C,C,C,C,V,V,C,Brown,Brown,3,3,2,3,3,3,3,3,2,2,2,2,3,2,3,4,4,4,4,3,2,4,4,4,3,3,2,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,4,3,3,3,3,1,3,3,3,3,,3,1,3,3,3,3,3,2,3,2,3,1,0,0,0,0,1,0,0,1,0,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Male,50-70,High school diploma,"$1 -$24,999",25%-50%,1 to 100 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work
6928055608,C,C,C,C,C,V,V,C,Otter Tail,Wilkin,2,2,2,2,2,1,2,2,1,2,2,1,1,1,1,5,5,4,2,3,1,4,4,5,1,2,3,0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,2,3,4,3,3,3,2,4,3,4,3,4,4,3,3,3,3,2,3,4,1,2,1,1,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,1,Other/Prefer not to say,50-70,"B.A., B.S., or equivalent","$1,000,000 and over",75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6928052617,C,C,C,V,C,C,C,C,Brown,Brown,1,1,2,1,1,3,2,2,2,2,2,1,2,2,3,4,5,4,1,3,2,3,3,3,3,2,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,3,3,5,3,4,4,2,3,3,3,4,4,4,1,3,3,3,3,3,2,3,1,3,2,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,Other/Prefer not to say,50-70,High school diploma,,75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6928043253,,,,,,,,,McLeod,McLeod,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6928029902,V,C,V,C,C,,V,C,Grant,Grant,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,1,4,3,3,4,4,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1,1,1,1,1,3,4,5,5,5,4,4,3,2,3,3,4,3,4,3,3,3,3,4,3,2,2,2,3,2,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,None,0,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Retired
6928014492,,,,,,,,,Jackson,Jackson,2,2,1,2,,2,2,2,,,,,,,,,,,,,,,,,,1,1,,,,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,25%-50%,1 to 100 acres,,Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6927954841,,,,,,,,,Washington,Washington,2,3,3,3,3,2,3,3,3,4,4,4,3,3,3,,,,,,,,,,,1,1,,,,1,1,1,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,1 to 100 acres,"No, majority of my land is not currently used for crop production.",,Part-time farm work on land owned by me or rented from others
6927954250,V,V,V,V,V,V,V,V,Grant,Grant,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,5,4,3,4,4,4,4,4,4,2,2,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,2,3,3,4,3,4,4,1,3,3,4,4,3,,1,3,3,3,3,3,1,2,1,3,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$25,000 - $99,999",50%-75%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6927948667,V,C,V,C,V,V,V,C,Redwood,Redwood,2,3,2,2,2,1,1,2,2,2,2,1,1,2,2,4,4,3,4,3,3,4,3,4,2,3,2,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,3,3,4,3,3,3,4,1,4,4,4,3,3,2,2,4,4,3,3,4,1,2,2,3,2,0,0,0,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,Male,50-70,High school diploma,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6927942980,V,V,V,V,V,V,V,V,Swift,Swift,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,4,5,4,3,4,4,5,4,1,1,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,4,4,4,2,2,2,4,4,3,4,2,2,4,4,2,2,3,1,2,1,1,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,Male,50-70,Graduate degree,"$1,000,000 and over",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",Corn/Corn/Bean (All conventional till),Retired
6927914142,V,C,V,C,C,V,V,V,Big Stone,Big Stone,1,2,2,3,3,3,2,1,1,2,2,1,1,2,1,4,4,4,2,4,4,4,4,4,3,1,2,0,0,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3,3,2,3,4,4,3,3,4,4,3,3,2,1,3,3,3,4,3,2,2,2,3,1,1,0,0,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,,Over 70,High school diploma,"$500,000 to $999,999",75%-100%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.",,Full-time farm work on land owned by me or rented from others
6927913113,V,V,V,V,V,V,V,V,Brown,Brown,1,2,4,3,4,4,2,3,3,2,2,2,2,3,3,4,4,4,4,3,2,4,4,4,3,2,2,0,1,1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,4,3,4,4,2,2,2,3,4,4,4,4,2,2,2,2,2,1,3,1,3,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Male,50-70,Some college but no 4-year degree,"$1 -$24,999",1%-25%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6927899941,V,V,V,V,V,V,V,V,Brown,Brown,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,3,4,4,1,3,3,3,4,5,2,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,4,3,3,5,4,3,3,4,2,3,3,3,3,3,4,2,2,2,4,3,2,1,2,3,2,1,1,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,,,,,75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6927866573,V,V,V,V,V,V,V,C,Waseca,Waseca,2,3,,3,4,4,3,3,3,3,4,4,3,3,3,4,3,5,4,4,,5,5,,3,1,2,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,2,3,4,5,4,2,2,1,,5,4,3,2,1,5,4,2,1,3,1,3,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,Male,50-70,Some college but no 4-year degree,None,0,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Full-time off-farm work
6927857741,C,V,C,V,C,V,V,C,Murray,Murray,4,5,5,3,4,5,3,3,3,5,5,4,4,4,5,4,4,4,4,4,4,4,3,3,3,3,3,0,1,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,1,3,5,3,3,4,4,3,2,4,3,4,5,3,2,3,4,3,3,3,2,2,1,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,Female,50-70,Some college but no 4-year degree,"$25,000 - $99,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6927775381,V,C,V,C,C,C,C,V,Swift,Swift,3,3,3,4,4,4,3,3,3,4,4,4,3,4,4,4,3,4,3,4,5,4,4,4,3,1,3,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,4,3,3,3,4,5,4,4,3,3,3,4,4,4,4,2,2,3,4,3,1,1,1,3,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,1%-25%,1 to 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Conservation Reserve Program (CRP),Full-time off-farm work
6927608649,V,V,C,V,V,V,V,C,Sibley,Sibley,3,3,4,4,3,4,3,3,3,4,4,4,3,3,4,3,4,4,4,4,4,4,4,4,3,2,3,0,1,0,1,1,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,3,3,4,3,4,4,4,3,3,3,4,4,3,2,2,2,4,3,3,1,3,1,3,1,1,0,0,1,1,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,Male,50-70,High school diploma,"$250,000 - $499,999",50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6927564241,C,C,C,V,V,V,V,V,Redwood,Redwood,2,3,2,2,3,3,4,4,4,3,3,3,4,4,3,3,4,4,2,3,3,4,4,4,3,3,2,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,1,2,3,4,3,3,3,3,3,2,3,3,4,4,4,3,3,3,3,3,3,,3,1,3,1,0,0,1,0,1,0,0,1,0,1,1,1,1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,,,,,50%-75%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work
6927545653,V,V,V,V,V,V,V,V,Big Stone,Big Stone,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,4,4,4,4,4,4,4,4,1,1,0,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1,3,3,5,5,5,1,2,2,3,3,3,4,4,3,2,2,2,4,4,4,2,2,1,3,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,Male,50-70,High school diploma,"$1 -$24,999",1%-25%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time off-farm work
6927471449,V,V,C,V,V,V,V,C,,,2,3,3,3,3,2,3,3,3,3,3,3,4,4,4,4,5,5,4,4,4,4,4,4,4,1,1,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,5,5,5,5,2,3,5,1,1,1,5,5,5,1,3,3,3,4,5,2,3,1,2,1,1,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,Male,Over 70,High school diploma,"$25,000 - $99,999",75%-100%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6927238205,C,C,V,V,V,V,C,V,Freeborn,Freeborn,1,2,2,1,1,1,2,2,1,2,1,1,2,2,1,4,4,4,1,1,2,4,4,5,2,2,3,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,3,4,5,5,4,4,4,5,4,4,4,4,2,1,5,1,1,2,2,4,1,2,2,3,1,1,0,0,0,1,0,1,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$100,000 - $249,999",25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6927085272,C,V,C,V,V,C,V,C,Grant,Grant,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,4,4,3,2,2,3,3,4,4,3,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,2,4,4,4,3,4,3,4,1,1,1,5,5,1,3,3,3,3,3,3,1,2,1,1,1,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,Female,30-50,Some college but no 4-year degree,"$1 -$24,999",0,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6926902789,C,C,C,C,C,V,V,C,Big Stone,Big Stone,2,3,4,2,2,1,3,2,2,2,2,1,2,3,2,4,3,5,2,4,4,5,5,4,4,2,2,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,3,5,3,2,3,4,4,3,3,3,4,4,1,3,2,2,3,3,3,1,3,1,2,1,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0,1,1,1,1,Male,Over 70,"B.A., B.S., or equivalent","$250,000 - $499,999",75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Other (please specify),Full-time farm work on land owned by me or rented from others
6926883676,V,V,V,V,V,C,V,V,Blue Earth,Blue Earth,3,3,3,4,4,4,4,5,5,4,4,5,4,4,5,4,3,5,4,5,3,4,4,4,4,1,3,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,3,3,3,3,5,5,4,2,3,3,5,4,3,1,3,3,4,4,3,1,2,1,3,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,1,0,0,0,Male,50-70,High school diploma,"$1 -$24,999",1%-25%,1 to 100 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6926684241,C,V,C,V,C,V,V,C,Grant,Grant,1,3,2,3,2,1,3,3,2,3,1,1,3,3,2,4,5,4,4,1,5,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,1,4,4,5,2,2,1,4,5,3,2,2,3,3,1,5,3,2,3,3,2,2,2,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,0,Male,50-70,"B.A., B.S., or equivalent",,75%-100%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6926133812,V,C,V,C,C,V,V,C,Renville,McLeod,1,4,4,2,2,2,2,2,2,1,1,1,2,2,2,4,3,4,4,4,4,3,3,4,3,3,3,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1,3,4,4,4,4,3,4,4,2,3,5,4,4,2,4,3,3,3,3,4,1,2,1,2,2,1,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,Male,50-70,Some college but no 4-year degree,"$1,000,000 and over",50%-75%,"500 to 1,000 acres","Yes, and I am in charge of a day to day farm operation.","Corn/Corn/Bean(Minimum-till corn, No-till bean)",Full-time farm work on land owned by me or rented from others
6925691377,C,C,C,C,C,V,C,C,Nicollet,Nicollet,1,3,2,2,2,2,2,2,2,2,2,2,2,2,1,3,4,4,3,4,2,4,4,3,3,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,2,3,4,3,5,4,4,3,3,3,3,3,3,3,1,3,3,3,3,3,2,3,1,3,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Female,50-70,Some college but no 4-year degree,"$100,000 - $249,999",0,"500 to 1,000 acres","Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time off-farm work
6925479410,V,V,V,V,V,V,V,V,Le Sueur,Le Sueur,4,4,4,5,5,5,5,5,5,5,5,5,5,5,4,4,1,5,5,4,1,5,5,5,3,1,2,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,3,3,1,4,4,5,1,1,1,5,5,5,4,2,2,5,5,1,1,2,1,2,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,Male,50-70,Some college but no 4-year degree,"$25,000 - $99,999",75%-100%,1 to 100 acres,"No, majority of my land is not currently used for crop production.",Other (please specify),Full-time farm work on land owned by me or rented from others
6925475963,,,,,,,,,Renville,Yellow Medicine,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,,,,,,,,,,,,1,,,,1,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,25%-50%,100 to 500 acres,"Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Full-time farm work on land owned by me or rented from others
6925475627,V,C,V,V,V,V,V,V,Sibley,Sibley,3,4,4,5,4,4,4,4,4,4,4,4,3,3,3,4,4,5,4,4,4,5,5,4,4,1,2,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,3,2,4,3,4,5,2,3,4,3,4,3,4,1,3,3,4,4,3,2,3,2,3,2,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Male,50-70,"B.A., B.S., or equivalent","$25,000 - $99,999",25%-50%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Retired
6925411481,V,C,V,V,V,V,V,V,Waseca,Waseca,3,3,3,4,4,4,4,4,3,4,4,3,,3,3,3,2,5,5,5,2,5,5,4,3,1,2,1,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1,2,3,3,2,2,5,5,4,1,4,2,5,5,3,2,3,3,4,4,3,1,3,1,2,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,Male,50-70,Graduate degree,"$250,000 - $499,999",1%-25%,"1,000 acres or more","Yes, and I am in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
6925391133,C,C,,V,C,,C,C,Yellow Medicine,Lac Qui Parle,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,3,3,4,5,5,4,3,1,1,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,1,1,1,4,4,4,1,1,1,2,4,2,3,,5,4,4,2,3,2,4,4,2,1,3,1,1,1,1,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,Male,Over 70,Some college but no 4-year degree,"$100,000 - $249,999",75%-100%,100 to 500 acres,"Yes, and someone else is in charge of a day to day farm operation.",Corn/Bean (All Conventional till),Part-time farm work on land owned by me or rented from others
